Date,Open,High,Low,Close,Adj Close,Volume,,Date,Open,High,Low,Close,Adj Close,Volume
10/14/2014,391.691986,411.697998,391.324005,400.869995,400.869995,38491500,,12/5/2017,470.294006,473.558014,457.660004,463.281006,463.281006,1216720000
10/15/2014,400.954987,402.22699,388.765991,394.77301,394.77301,25267100,,12/6/2017,462.604004,462.708008,420.209991,428.588013,428.588013,1998259968
10/16/2014,394.518005,398.807007,373.070007,382.556,382.556,26990000,,12/7/2017,426.368988,441.397003,414.411011,434.40799,434.40799,2129570048
10/17/2014,382.756012,385.477997,375.389008,383.757996,383.757996,13600700,,12/8/2017,434.989014,466.062012,422.367004,456.031006,456.031006,2336379904
10/18/2014,383.976013,395.15799,378.971008,391.441986,391.441986,11416800,,12/9/2017,457.343994,504.147003,456.252991,473.502014,473.502014,2003849984
10/19/2014,391.253998,393.938995,386.457001,389.54599,389.54599,5914570,,12/10/2017,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968
10/20/2014,389.230988,390.084015,378.252014,382.845001,382.845001,16419000,,12/11/2017,440.358002,516.968994,439.104004,515.135986,515.135986,1771440000
10/21/2014,382.42099,392.645996,380.834015,386.475006,386.475006,14188900,,12/12/2017,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760
10/22/2014,386.118011,388.575989,382.248993,383.15799,383.15799,11641300,,12/13/2017,644.906006,747.992981,597.797974,702.767029,702.767029,4524539904
10/23/2014,382.962006,385.048004,356.446991,358.416992,358.416992,26456900,,12/14/2017,700.593994,753.120972,664.989014,695.815979,695.815979,3821580032
10/24/2014,358.591003,364.345001,353.304993,358.345001,358.345001,15585700,,12/15/2017,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016
10/25/2014,358.610992,359.860992,342.877014,347.270996,347.270996,18127500,,12/16/2017,686.192017,718.38501,680.786011,696.208984,696.208984,2165690112
10/26/2014,347.487,359.221008,343.931,354.70401,354.70401,11272500,,12/17/2017,696.237,735.825012,696.237,719.974976,719.974976,2147389952
10/27/2014,354.777008,358.631989,349.80899,352.989014,352.989014,13033000,,12/18/2017,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080
10/28/2014,353.214996,359.984009,352.678986,357.618011,357.618011,7845880,,12/19/2017,793.901001,881.94397,785.34198,826.822998,826.822998,4096549888
10/29/2014,357.088989,357.833008,335.342987,335.591003,335.591003,18192700,,12/20/2017,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968
10/30/2014,335.709015,350.912994,335.071991,345.304993,345.304993,30177900,,12/21/2017,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096
10/31/2014,345.009003,348.045013,337.141998,338.321014,338.321014,12545400,,12/22/2017,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080
11/1/2014,338.649994,340.528992,321.054993,325.748993,325.748993,16677200,,12/23/2017,681.315979,763.89502,679.731018,719.387024,719.387024,2480339968
11/2/2014,326.075012,329.049988,320.626007,325.891998,325.891998,8603620,,12/24/2017,721.768982,721.768982,614.921997,694.14801,694.14801,2300549888
11/3/2014,325.569,334.002014,325.480988,327.553986,327.553986,12948500,,12/25/2017,698.869995,782.520996,698.869995,765.833984,765.833984,2491760128
11/4/2014,327.161011,331.766998,325.076996,330.492004,330.492004,15655500,,12/26/2017,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936
11/5/2014,330.683014,343.368988,330.683014,339.485992,339.485992,19817200,,12/27/2017,774.969971,789.252991,738.413025,762.84198,762.84198,2100029952
11/6/2014,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,,12/28/2017,762.208008,763.31897,701.187012,737.02301,737.02301,2389149952
11/7/2014,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,,12/29/2017,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984
11/8/2014,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,,12/30/2017,753.815002,753.815002,685.231018,717.257019,717.257019,3187780096
11/9/2014,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,,12/31/2017,712.211975,760.348022,710.119019,756.732971,756.732971,2554269952
11/10/2014,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,,1/1/2018,755.757019,782.530029,742.004028,772.640991,772.640991,2595760128
11/11/2014,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,,1/2/2018,772.346008,914.830017,772.346008,884.44397,884.44397,5783349760
11/12/2014,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,,1/3/2018,886,974.471008,868.450989,962.719971,962.719971,5093159936
11/13/2014,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,,1/4/2018,961.713013,1045.079956,946.085999,980.921997,980.921997,6502859776
11/14/2014,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,,1/5/2018,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824
11/15/2014,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,,1/6/2018,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776
11/16/2014,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,,1/7/2018,1043.01001,1153.170044,1043.01001,1153.170044,1153.170044,5569880064
11/17/2014,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,,1/8/2018,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112
11/18/2014,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,,1/9/2018,1146,1320.97998,1145.48999,1299.73999,1299.73999,7965459968
11/19/2014,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,,1/10/2018,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400
11/20/2014,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,,1/11/2018,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904
11/21/2014,357.878998,357.878998,344.112,350.847992,350.847992,29850100,,1/12/2018,1158.290039,1296.040039,1120.089966,1273.199951,1273.199951,5222300160
11/22/2014,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,,1/13/2018,1270.469971,1432.880005,1270.469971,1396.420044,1396.420044,5746760192
11/23/2014,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,,1/14/2018,1397.47998,1400.560059,1286.209961,1366.77002,1366.77002,4841630208
11/24/2014,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,,1/15/2018,1365.209961,1390.589966,1290.599976,1291.920044,1291.920044,4781100032
11/25/2014,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,,1/16/2018,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968
11/26/2014,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,,1/17/2018,1061.339966,1090.22998,780.921997,1014.25,1014.25,8545160192
11/27/2014,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,,1/18/2018,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872
11/28/2014,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,,1/19/2018,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048
11/29/2014,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,,1/20/2018,1044.949951,1167.109985,1044.949951,1155.150024,1155.150024,3975190016
11/30/2014,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,,1/21/2018,1155.680054,1155.680054,1021.5,1049.579956,1049.579956,3378089984
12/1/2014,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,,1/22/2018,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968
12/2/2014,379.25,384.037994,377.863007,381.315002,381.315002,12364100,,1/23/2018,1004.169983,1023.22998,920.539978,986.229004,986.229004,3556699904
12/3/2014,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,,1/24/2018,987.47699,1062.439941,965.807983,1058.780029,1058.780029,3944039936
12/4/2014,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,,1/25/2018,1063.219971,1104.660034,1034.73999,1056.030029,1056.030029,4050190080
12/5/2014,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,,1/26/2018,1052.699951,1080.599976,996.783997,1055.170044,1055.170044,3617690112
12/6/2014,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,,1/27/2018,1055.75,1121.97998,1042.119995,1107.069946,1107.069946,3002870016
12/7/2014,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,,1/28/2018,1111.780029,1257.77002,1111.780029,1246.01001,1246.01001,5372329984
12/8/2014,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,,1/29/2018,1246.699951,1256.699951,1169.079956,1182.359985,1182.359985,3715079936
12/9/2014,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,,1/30/2018,1184.130005,1184.630005,1058.969971,1071.130005,1071.130005,4107859968
12/10/2014,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,,1/31/2018,1071.089966,1128.660034,1034.5,1118.310059,1118.310059,3757560064
12/11/2014,344.339996,361.356995,338.763,350.506012,350.506012,32431300,,2/1/2018,1119.369995,1161.349976,984.81897,1036.790039,1036.790039,5261680128
12/12/2014,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,,2/2/2018,1035.77002,1035.77002,757.97998,915.784973,915.784973,6713290240
12/13/2014,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,,2/3/2018,919.210999,991.942993,847.690002,964.018982,964.018982,3243480064
12/14/2014,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,,2/4/2018,964.666992,969.031982,805.064026,834.682007,834.682007,2997090048
12/15/2014,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,,2/5/2018,834.958008,856.645996,644.598999,697.950989,697.950989,4269530112
12/16/2014,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,,2/6/2018,707.737,796.439026,574.419006,793.122009,793.122009,6518269952
12/17/2014,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,,2/7/2018,790.427979,851.200012,723.432983,757.067993,757.067993,3896179968
12/18/2014,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,,2/8/2018,755.843018,845.085999,755.843018,817.807007,817.807007,3708189952
12/19/2014,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,,2/9/2018,818.47998,884.004028,788.833984,883.86499,883.86499,2495820032
12/20/2014,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,,2/10/2018,882.46698,917.400024,825.577026,860.414978,860.414978,2930530048
12/21/2014,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,,2/11/2018,859.288025,859.288025,788.221985,814.659973,814.659973,2486650112
12/22/2014,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,,2/12/2018,817.507996,875.937012,817.507996,868.70697,868.70697,2243450112
12/23/2014,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,,2/13/2018,869.29303,870.708984,828.836975,845.257996,845.257996,2081170048
12/24/2014,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,,2/14/2018,844.278992,926.429016,844.278992,923.560974,923.560974,2818370048
12/25/2014,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,,2/15/2018,923.728027,951.947998,911.111023,936.976013,936.976013,2900100096
12/26/2014,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,,2/16/2018,934.786011,950.005005,917.848022,944.210022,944.210022,2369449984
12/27/2014,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,,2/17/2018,944.747986,976.594971,940.754028,974.11499,974.11499,2525720064
12/28/2014,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,,2/18/2018,973.348999,982.932983,915.445007,923.921021,923.921021,2567290112
12/29/2014,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,,2/19/2018,921.66803,957.776978,921.554016,943.86499,943.86499,2169019904
12/30/2014,312.718994,314.80899,309.372986,310.737,310.737,12528300,,2/20/2018,943.567017,965.265015,892.953979,895.370972,895.370972,2545260032
12/31/2014,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,,2/21/2018,894.13501,912.375,830.562988,849.971008,849.971008,2531729920
1/1/2015,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,,2/22/2018,849.262024,875.926025,802.66803,812.844971,812.844971,2150370048
1/2/2015,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,,2/23/2018,811.585022,886.317993,794.791016,864.189026,864.189026,2334820096
1/3/2015,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,,2/24/2018,861.593018,879.531006,818.549988,840.515015,840.515015,1926579968
1/4/2015,281.145996,287.230011,257.612,264.195007,264.195007,55629100,,2/25/2018,839.458984,853.145996,822.380981,844.809998,844.809998,1646960000
1/5/2015,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,,2/26/2018,845.278015,880.392029,842.31897,869.315002,869.315002,2044480000
1/6/2015,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,,2/27/2018,870.36499,896.258972,867.096985,878.265015,878.265015,2053980032
1/7/2015,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,,2/28/2018,877.934021,890.107971,855.124023,855.198975,855.198975,1963980032
1/8/2015,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,,3/1/2018,856.012024,880.302002,851.919983,872.200012,872.200012,1868519936
1/9/2015,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,,3/2/2018,871.763977,876.377991,852.421997,856.853027,856.853027,1894419968
1/10/2015,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,,3/3/2018,856.710999,868.453979,855.20697,857.224976,857.224976,1699369984
1/11/2015,274.608002,279.638,265.039001,265.660004,265.660004,18200800,,3/4/2018,856.185974,867.950012,840.280029,866.677979,866.677979,1697939968
1/12/2015,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,,3/5/2018,866.846008,869.919983,853.52002,853.684021,853.684021,1898489984
1/13/2015,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,,3/6/2018,853.817017,853.817017,809.93103,816.950989,816.950989,1943069952
1/14/2015,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,,3/7/2018,816.270996,825.606995,726.546997,752.830994,752.830994,2175419904
1/15/2015,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,,3/8/2018,752.570007,773.767029,696.169006,704.596008,704.596008,1891640064
1/16/2015,209.070007,221.591003,199.770996,208.097,208.097,38421000,,3/9/2018,702.197021,729.156006,648.106995,728.916016,728.916016,2233019904
1/17/2015,207.834,211.731003,194.875,199.259995,199.259995,23469700,,3/10/2018,730.159973,748.031006,682.695007,686.890015,686.890015,1532960000
1/18/2015,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,,3/11/2018,685.312012,735.830994,668.122986,723.338989,723.338989,1562680064
1/19/2015,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,,3/12/2018,724.406006,742.513977,683.268005,699.830994,699.830994,1764999936
1/20/2015,212.906998,215.240997,205.153,211.315002,211.315002,24051100,,3/13/2018,698.153015,713.734985,682.349976,690.827026,690.827026,1425959936
1/21/2015,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,,3/14/2018,691.218994,702.783997,594.099976,614.291016,614.291016,1810560000
1/22/2015,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,,3/15/2018,614.838989,620.616028,579.505005,611.304016,611.304016,1770460032
1/23/2015,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,,3/16/2018,611.778015,623.16803,587.862,601.666016,601.666016,1417350016
1/24/2015,232.699997,248.210007,230.022003,247.847,247.847,24782500,,3/17/2018,601.677979,609.151001,549.096008,552.778992,552.778992,1267810048
1/25/2015,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,,3/18/2018,551.640015,551.640015,460.088013,538.643982,538.643982,2685499904
1/26/2015,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,,3/19/2018,546.625977,558.099976,519.122986,556.726013,556.726013,2046790016
1/27/2015,273.166992,275.480011,250.653,263.475006,263.475006,44399000,,3/20/2018,556.721985,567.090027,521.203979,557.174988,557.174988,1833680000
1/28/2015,263.351013,266.535004,227.046005,233.914993,233.914993,44352200,,3/21/2018,559.099976,589.606995,550.572021,561.731995,561.731995,1781270016
1/29/2015,233.348007,238.705994,220.712006,233.513,233.513,32213400,,3/22/2018,562.103027,577.565979,523.088989,539.702026,539.702026,1523459968
1/30/2015,232.772003,242.850998,225.839005,226.425003,226.425003,26605200,,3/23/2018,539.864014,540.487,512.127014,539.619019,539.619019,1596349952
1/31/2015,226.440994,233.503998,216.309006,217.464005,217.464005,23348200,,3/24/2018,542.572021,545.382019,526.080017,526.439026,526.439026,1300009984
2/1/2015,216.867004,231.574005,212.014999,226.972,226.972,29128500,,3/25/2018,522.703003,535.820984,515.658997,524.286987,524.286987,1151170048
2/2/2015,226.490997,242.175003,222.658997,238.229004,238.229004,30612100,,3/26/2018,524.286987,526.379028,470.440002,489.950989,489.950989,1638880000
2/3/2015,237.453995,245.957001,224.483002,227.268005,227.268005,40783700,,3/27/2018,489.589996,491.459015,449.971008,450.115997,450.115997,1617939968
2/4/2015,227.511002,230.057999,221.113007,226.852997,226.852997,26594300,,3/28/2018,450.290985,466.210999,444.860992,446.278992,446.278992,1514179968
2/5/2015,227.664993,239.404999,214.725006,217.110992,217.110992,22516400,,3/29/2018,448.075012,450.812988,385.812988,385.967987,385.967987,1970230016
2/6/2015,216.923004,230.509995,216.231995,222.266006,222.266006,24435300,,3/30/2018,385.904999,409.928986,368.632996,394.644989,394.644989,1878130048
2/7/2015,222.632996,230.298996,222.606995,227.753998,227.753998,21604200,,3/31/2018,395.003998,418.467987,392.953003,396.457001,396.457001,1323920000
2/8/2015,227.692993,229.438004,221.076996,223.412003,223.412003,17145200,,4/1/2018,397.253998,400.528015,363.804993,379.606995,379.606995,1256930048
2/9/2015,223.389008,223.977005,217.018997,220.110001,220.110001,27791300,,4/2/2018,379.699005,395.17099,377.592987,386.424988,386.424988,1102259968
2/10/2015,220.281998,221.807007,215.332001,219.839005,219.839005,21115100,,4/3/2018,387.312012,418.967987,383.532013,416.893005,416.893005,1363399936
2/11/2015,219.731995,223.406006,218.074005,219.184998,219.184998,17201900,,4/4/2018,416.484985,417.471985,375.309998,380.542999,380.542999,1287730048
2/12/2015,219.207993,222.199005,217.613998,221.764008,221.764008,15206200,,4/5/2018,379.946991,387.716003,369.81601,383.231995,383.231995,1210680064
2/13/2015,221.968994,240.259003,221.261993,235.427002,235.427002,42744400,,4/6/2018,382.730988,385.195007,366.911011,370.285004,370.285004,967105984
2/14/2015,235.528,259.808014,235.528,257.321014,257.321014,49732500,,4/7/2018,370.380005,393.05899,369.936005,385.313995,385.313995,951475008
2/15/2015,257.506989,265.610992,227.684006,234.824997,234.824997,56552400,,4/8/2018,385.743011,402.589996,385.60199,400.507996,400.507996,948488000
2/16/2015,234.824997,239.520996,229.022003,233.843002,233.843002,28153700,,4/9/2018,400.856995,429.251007,390.609985,398.526001,398.526001,1478390016
2/17/2015,233.421997,245.774994,232.313995,243.610001,243.610001,27363100,,4/10/2018,399.411011,415.888,393.878998,414.243011,414.243011,1196000000
2/18/2015,243.779999,244.251007,232.339996,236.326004,236.326004,25200800,,4/11/2018,415.023987,430.540009,412.471008,430.540009,430.540009,1439040000
2/19/2015,236.410004,242.671997,235.591995,240.283005,240.283005,18270500,,4/12/2018,430.161011,493.058014,417.412994,492.94101,492.94101,2519360000
2/20/2015,240.251007,247.100998,239.298996,243.779007,243.779007,23876700,,4/13/2018,493.160004,526.469971,482.658997,492.734985,492.734985,2419249920
2/21/2015,243.751999,255.320007,243.184006,244.533997,244.533997,12284200,,4/14/2018,492.579987,512.023987,488.278992,501.477997,501.477997,1519079936
2/22/2015,244.544006,246.391998,233.850998,235.977005,235.977005,19527000,,4/15/2018,502.880005,531.702026,502.880005,531.702026,531.702026,1726089984
2/23/2015,235.994995,240.108994,232.421005,238.891998,238.891998,16400000,,4/16/2018,532.073975,534.197021,500.25,511.147003,511.147003,1758979968
2/24/2015,238.998001,239.901001,236.401993,238.735001,238.735001,14200400,,4/17/2018,511.144989,518.031006,502.563995,502.894012,502.894012,1760359936
2/25/2015,238.889999,239.339996,235.529999,237.470001,237.470001,11496200,,4/18/2018,503.30899,525.09198,503.045013,524.789001,524.789001,1762940032
2/26/2015,237.337006,237.710007,234.257004,236.425995,236.425995,13619400,,4/19/2018,524.038025,567.888977,523.262024,567.888977,567.888977,2256869888
2/27/2015,236.436005,256.653015,236.436005,253.828003,253.828003,44013900,,4/20/2018,567.989014,618.715027,560.28302,615.718018,615.718018,2849469952
2/28/2015,253.520004,254.692001,249.479004,254.263,254.263,13949300,,4/21/2018,616.004028,621.888,578.549988,605.39502,605.39502,2612460032
3/1/2015,254.283005,261.660004,245.932999,260.201996,260.201996,25213700,,4/22/2018,606.119019,640.767029,593.869019,621.859985,621.859985,2426269952
3/2/2015,260.356995,276.300995,258.312988,275.670013,275.670013,40465700,,4/23/2018,621.198975,646.700012,621.034973,642.547974,642.547974,2386830080
3/3/2015,275.04599,285.79599,268.161011,281.701996,281.701996,50461300,,4/24/2018,643.39801,708.875,643.39801,708.15802,708.15802,3581860096
3/4/2015,281.98999,284.225006,268.126007,273.09201,273.09201,41383000,,4/25/2018,707.062012,707.062012,600.211975,615.416016,615.416016,4216140032
3/5/2015,272.739014,281.666992,264.769012,276.178009,276.178009,41302400,,4/26/2018,618.078979,663.18103,604.007019,662.809021,662.809021,2984009984
3/6/2015,275.600006,277.608002,270.015015,272.722992,272.722992,28918900,,4/27/2018,662.109009,684.867981,647.031982,647.031982,647.031982,2598129920
3/7/2015,272.294006,277.854004,270.132996,276.260986,276.260986,17825900,,4/28/2018,644.645996,691.442017,644.645996,683.677979,683.677979,2496659968
3/8/2015,276.433014,277.858002,272.565002,274.354004,274.354004,22067900,,4/29/2018,683.911987,697.755981,670.513,688.880981,688.880981,2740559872
3/9/2015,274.812012,292.700989,273.893005,289.606995,289.606995,59178200,,4/30/2018,689.760986,694.439026,666.117004,669.924011,669.924011,2853100032
3/10/2015,289.862,300.044006,289.743011,291.76001,291.76001,67770800,,5/1/2018,670.463013,674.403015,637.539978,673.612976,673.612976,2678960128
3/11/2015,291.524994,297.390991,290.507996,296.378998,296.378998,33963900,,5/2/2018,674.075012,688.84198,667.419983,687.148987,687.148987,2822269952
3/12/2015,296.127014,297.088013,292.412994,294.354004,294.354004,32585200,,5/3/2018,686.591003,784.341003,686.591003,779.54303,779.54303,4210939904
3/13/2015,294.118011,294.497986,285.337006,285.337006,285.337006,31421500,,5/4/2018,776.775024,803.745972,762.632019,785.624023,785.624023,3533410048
3/14/2015,284.441986,286.34201,280.976013,281.88501,281.88501,22612300,,5/5/2018,784.583008,827.455017,784.237,816.119995,816.119995,3035040000
3/15/2015,281.424988,286.528992,280.996002,286.393005,286.393005,11970100,,5/6/2018,816.088013,835.057007,764.882996,792.310974,792.310974,3105570048
3/16/2015,285.684998,294.112,285.684998,290.592987,290.592987,21516100,,5/7/2018,793.338989,795.757996,710.177979,753.724976,753.724976,4316120064
3/17/2015,290.595001,292.36499,284.373993,285.505005,285.505005,21497200,,5/8/2018,755.008972,774.249023,728.129028,752.856995,752.856995,2920489984
3/18/2015,285.066986,285.335999,249.869995,256.299011,256.299011,57008000,,5/9/2018,752.901978,759.528992,718.471985,752.275024,752.275024,2877870080
3/19/2015,255.880005,264.243988,248.636002,260.928009,260.928009,52732000,,5/10/2018,752.578979,766.747986,726.664001,727.276978,727.276978,2748950016
3/20/2015,260.955994,264.847992,259.161987,261.748993,261.748993,18456700,,5/11/2018,727.013,736.97699,669.825012,679.585999,679.585999,3290080000
3/21/2015,261.644012,262.196014,255.649994,260.024994,260.024994,17130100,,5/12/2018,679.877014,691.411011,644.065979,686.047974,686.047974,2668480000
3/22/2015,259.916992,269.747009,259.589996,267.959991,267.959991,18438100,,5/13/2018,687.174988,741.312012,675.31897,733.495972,733.495972,2362500096
3/23/2015,267.894989,277.296997,261.744995,266.73999,266.73999,22811900,,5/14/2018,732.732971,742.169983,695.791992,730.549011,730.549011,3005110016
